Category,Description,Price,Location,"Image URL"
Appartements,"À louer un appartement S+3","800 TND","Ariana, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a3/a3a990df-e295-4b64-81a3-b65add50b8d8&w=300
Voitures,"fiat punto 1","15000 TND","Sfax, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=54/54c0aadc-9363-4f4b-a3b2-bc9c7e9f038a&w=300
"Jeux vidéo et Consoles","ps4 patché avec paquet ","1100 TND","Sousse, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=df/df2b73de-ab5b-420b-937e-25e42ec2bb38&w=300
"Meubles et Décoration","Living avec porte chaussures ","450 TND","Ariana, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5c/5cf2fe3b-5f19-434e-b324-65c77a112f4e&w=300
"Maisons et Villas","ETAGE VILLA JARDIN LAOUINA"," TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3e/3e13db40-e71c-4a20-a534-eb6c96b397e6&w=300
Voitures,"Hyundai i20 high grade ( faible kilometres)","62000 TND","Sfax, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e7/e7e8212a-6597-4090-9361-66488e5b1af7&w=300
Appartements,"S2 meublé à l'aouina ","70 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=48/483014d2-3718-4bba-b829-4bff7684f489&w=300
"Locations de vacances","S+0 a louer ","45 TND","Nabeul, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=cd/cdadc1bd-ba47-4864-aba3-64b9b062979c&w=300
Voitures,"tivoli a vendre","49000 TND","Sfax, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0a/0ac2889e-1842-4385-a812-296fecd7de52&w=300
Téléphones,"IPHONE 14 PRO MAX 256GO ","3499 TND","Gabès, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=98/98caac85-55e9-43c4-9c53-4f67ec1333f0&w=300
"Meubles et Décoration","Salle à manger presque neuve","1700 TND","La Manouba, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a3/a3c7bbc8-fde0-4aeb-aa16-9dbde34721c8&w=300
"Electroménagers et Vaisselles","Cuisinière à gaz","250 TND","Ariana, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3c/3c81433d-fda1-4719-abdf-f2a012ee1603&w=300
"Meubles et Décoration","lit bébé ","180 TND","Nabeul, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c6/c68b0e72-a694-4846-8617-26fff5c879b7&w=300
Chaussures,"nike taille 41","180 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=50/502132e9-b811-4504-b43f-e4c27f398dc6&w=300
Voitures,"سيارة للبيع "," TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ba/bae9338b-5882-4571-a396-89f368bf98b8&w=300
"Maisons et Villas","فيلا في بومهل","390000 TND","Ben Arous, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9b/9b94c00b-ff2a-45c9-abd5-d9af99c45267&w=300
Téléphones,"infinx note 7","400 TND","Ariana, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/867221a2-1f5c-4b1d-baa2-c1fd57efac81&w=300
"Equipements pour enfant et bébé","joli landau à vendre ","130 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ae/ae475d05-9550-40b7-85ae-2728f8d818ee&w=300
"Meubles et Décoration","Salle à manger ","750 TND","Ariana, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=43/435cd99a-128a-48a5-95cf-a05ed3e31838&w=300
"Meubles et Décoration","Tapis couloir ","100 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=fe/fe3721a6-a4f0-456e-b709-3cbbdfa97198&w=300
"Autres ","fagouna a3morha 2ans","5000 TND","Bizerte, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ca/caae8567-41e8-42e5-8466-767b01b3fb36&w=300
Téléphones,"Xiaomi note 13 (8/256go) cacheté ","799 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=32/3216ab13-071f-412f-b663-494683477d23&w=300
"Meubles et Décoration",Salon,"1100 TND","Ariana, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=cc/cc5835e4-3394-4f71-a7a6-a74ab3e45cd3&w=300
Motos,"Peugeot 103","1500 TND","Sousse, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5e/5eb7e11c-3d40-4ab0-bb64-747e15b78569&w=300
"Ordinateurs portables","Dell Optiplex i7 ** 8 G ** Disque 500/1 T *8 génération complet"," TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=1d/1dc17551-3530-4fb2-834d-89e5a54131ff&w=300
"Meubles et Décoration","Tapis salon","220 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=47/475cdc48-2d34-4b8d-ad54-13e85bb23114&w=300
"Ordinateurs portables","Lenovo i3 excellent état","590 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=18/18b531d2-45c9-49fe-84da-f94f5c9897c9&w=300
Voitures,"clio bombe","16800 TND","Bizerte, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d0/d0490a1b-1f1e-4a9a-a029-a3ddeb9f62e2&w=300
Motos,"Yamaha Xj6"," TND","Ariana, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b0/b02b4a8c-121f-49f9-baff-03b38cda6df2&w=300
"Accessoires informatiques et Gadgets","xbox manette support","25 TND","Ben Arous, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=02/029c5fdf-38fd-49d3-a44e-a450bbb93a97&w=300
"Accessoires informatiques et Gadgets","Écran Samsung syncmaster sa100 للبيع مستعملة ميتعداش فيها الكورون مشكلة بسيطة","100 TND","Sidi Bouzid, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=63/633769e2-a6e7-4811-a8fa-7ed62049af28&w=300
Voitures,"megaen 3 accidente","17 TND","Ben Arous, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=72/720cbe57-c279-4636-87b7-ec2f98266d4b&w=300
Appartements,"À L O U E R un S+1 à Mutuelleville au 1er étage ","950 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=70/704b45f8-a0bd-4509-ba6e-d0c42b4984e1&w=100&w=300
"Maisons et Villas","S+0 à louer à jardins d'el menzah 2","450 TND","Ariana, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a8/a80b6467-5520-4880-acb6-dbbe3edd5419&w=300
"Maisons et Villas","A_____VENDRE Un bel triplex à cité MORA 21 256 909"," TND","Nabeul, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b8/b84f0d2d-bd31-4097-9705-8c6e6be15378&w=100&w=300
"Magasins, Commerces et Locaux industriels","Fond de Commerce Fast-Food entièrement équipé, matériel presque neuf","185000 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f9/f96940ac-bd96-415a-8aa1-3382f220fcb4&w=300
"Sports et Loisirs","Jouet NERF neuf. ","150 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a4/a4927589-0980-473b-8509-6b9b9eb29994&w=300
Téléphones,"huawei ","400 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b2/b2aaf35a-50f3-4234-aa9a-4994540b055c&w=300
"Sports et Loisirs","Jouet NERF neuf. ","150 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a4/a4927589-0980-473b-8509-6b9b9eb29994&w=300
Vélos,"Vélo de marque Gazelle","750 TND","Gafsa, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b1/b19dfac0-5d63-4f5a-b13c-0951e24be960&w=300
Appartements,"Location studio"," TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=16/1651576a-22b7-455f-a039-622a67b1f289&w=300
"Montres et Bijoux","Montre Jacob Zech","650 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=75/75772907-31b5-47ae-b511-c93b05bef1cc&w=300
"Autres ","Tire lait","250 TND","La Manouba, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=07/07f22df8-4741-470a-a19d-cbf28293e825&w=300
Téléphones,"OnePlus 10t validé sur sajelni ","1750 TND","Sfax, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=37/3736cfe1-dc06-4bef-8d32-a8d5726646f0&w=300
Vélos,"98 321 221 TRANSPORT ET DÉMÉNAGEMENT 🇹🇳النقل الممتاز","8 TND","Ben Arous, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b5/b5e77fa8-f939-473c-8543-08eefcd3d27b&w=300
Voitures,Vente,"38 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6b/6bf88684-2f34-459c-9596-0058fc5ae53e&w=300
Téléphones,"SAMSUNG S24 PLUS 256 GB ","3190 TND","Sousse, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c1/c138063b-bb0f-4f65-a56f-f944eb06f6e0&w=100&w=300
Vêtements,"MANTEAU FOURRURE VISON VRAI . T 42/44 . 22510860"," TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=95/9582f32c-5d8c-45ae-98c3-c3a41e25501b&w=300
"Ordinateurs portables","Offre impeccable Des points d’accès CISCO AIR-LAP1041N-E-K9/ D-LINK / MOTOROLA","99 TND","Tunis, 4 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=02/02e07f94-3e27-4867-94ad-489b8a0fb8ef&w=300
Appartements,"Riadh el Andalous à louer s+3 ","1000 TND","Ariana, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=68/68bd38b6-d929-41f0-8ccf-3db3f159989b&w=100&w=300
Appartements,"Riadh el Andalous à louer s+2 au RDC "," TND","Ariana, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=68/68bd38b6-d929-41f0-8ccf-3db3f159989b&w=100&w=300
Vêtements,"JUPE NEUVE T 42/44 .50 DT . 22510860","50 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c0/c0f3235b-a026-4ca7-909b-b7e46775c478&w=300
"Ordinateurs portables","Offre impeccable : des serveurs rack **Hp Proliant/ Dell/IBM /Cisco "," TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=37/37f9c3ab-aae3-41a7-8084-e9dc879eb950&w=300
Vêtements,"Manteau T42/44 . 60 DT . 22510860","60 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=99/99af28f3-3e71-4bbf-9735-5bd9d512cffb&w=300
"Produits de beauté",Zara,"20 TND","Monastir, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=2c/2cce2ae5-e43e-43d7-9842-974baca9501f&w=300
Camions,"camion nissan à vendre ","20000 TND","Nabeul, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e3/e34be116-45e8-4b30-bfc6-f8f5095fdaa8&w=300
Appartements,"studio meublé à louer par nuitée ","90 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=7f/7fcc27d8-076a-40e8-b9c7-6b13e86455ba&w=300
Appartements,"studio meublé ","80 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c8/c8ea8005-ba94-4b55-949d-b731fcbdefe8&w=300
"Produits de beauté","Parfum luna","14 TND","Monastir, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a3/a337cb98-ad48-4420-8554-56c8ce97a9a6&w=300
Téléphones,"AV SAMSUNG GALAXY A24","900 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=13/13b5f8c9-5a93-428a-a0ef-5e73691ba511&w=300
"Produits de beauté","Cosmétiques ","14 TND","Monastir, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e5/e5526f8e-2f17-499d-8dc7-c47ef06bf833&w=300
Vêtements,"manteau neuf importé T42/44 . 120 DT. 22510860","120 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=49/499541a7-c213-4cd8-9eda-2075c14d27b5&w=300
Appartements,"propriétaire sans agence vend s2 haut standing sousse tantana ","230000 TND","Sousse, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0f/0f4f0395-c8ba-4bd7-be74-8f89b9b278ae&w=300
"Jeux vidéo et Consoles","palaystation 3 slim","300 TND","La Manouba, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=95/95b574a7-887d-4b98-9993-c21c9f56e761&w=300
"Jeux vidéo et Consoles","cd ps4","150 TND","Monastir, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f5/f57ec186-4398-4384-8b96-a21363f2a165&w=300
"Magasins, Commerces et Locaux industriels","Local commercial "," TND","Ben Arous, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=39/39388640-7ab7-4aac-a4a5-bb6e91720de8&w=300
"Maisons et Villas","منزل في رادس","200000 TND","Ben Arous, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=99/99bfa065-ee32-4842-b936-2902f47cb67f&w=300
Vêtements,"Veste femme cuir neuve importée T42/44 110 DT. 22510860","110 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=cb/cbe32d6b-0db9-4ae3-9f35-929d09c14258&w=300
"Ordinateurs portables","Offre de jour Unité Dell optiplex **i3 * *4éme génération ** 4G"," TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a3/a3a57cba-ee02-4e8d-ba8d-fd0d6a9f5e2f&w=300
Voitures,"Citroën c3 2019 "," TND","Sousse, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0d/0dcd248f-e8b5-4ac9-bd83-9fa5cf0e5f1b&w=100&w=300
"Pièces et Accessoires pour véhicules","accessoires pour grande Punto ","111 TND","Mahdia, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=41/4117f00d-6329-48aa-93c0-781d962d71ff&w=300
"Sports et Loisirs","BALLON ADIDAS JABULANI","150 TND","Sousse, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5c/5c723ee0-088d-4c2d-b62a-55871b4a4078&w=300
Voitures,"Grande Punto top ","20800 TND","Mahdia, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=31/311dd3e2-3b8e-4220-a7c7-fb3fae8f63b7&w=300
Appartements,"A vendre un bel appartement à AFH mrezga 21256909"," TND","Nabeul, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b8/b84f0d2d-bd31-4097-9705-8c6e6be15378&w=100&w=300
Voitures,"Peugeot 407","30000 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=85/85440326-b2ec-45b9-a302-948959519e4c&w=300
"Terrains et Fermes","terrain hammamet sud","50 TND","Nabeul, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=17/178306ce-f3fc-4334-b230-be8d6306a2c0&w=300
Télévisions,"Samsung a vendre 50-4k smart noir a 2.000.000 dt neuf avec paquet jamais utilisé ","2000000 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=54/54f00ae3-bb2a-4c48-86e6-21c3bfbf8044&w=300
Téléphones,"iphone 13 128 go ","1700 TND","Ben Arous, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e0/e02cc9ff-c3bb-457d-88d1-327de9e32106&w=300
Voitures,"peugeot 308","20500 TND","Ben Arous, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b5/b599b6b9-dd34-40a6-a279-6d2c786e0dd6&w=300
Appartements,"studio France ville"," TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=96/968c7ed9-0c4e-483f-b8c8-12bb272728f9&w=300
Appartements,"à louer appartement s+2 située à Chotrana 1","1200 TND","Ariana, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=42/42fb7ee1-8e47-46d1-8c2d-1e0b576aa6ab&w=300
Appartements,"A louer s+1 jamais habité à chotrana 1","1100 TND","Ariana, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8a/8afcd8f5-a324-4a43-9d1b-8ae7ae2b5bdd&w=300
Appartements,"à vendre appartement s+2 à cité la ghazela haute standing directe promoteur ","327000 TND","Ariana, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=14/143e875e-031d-4ec6-8f0b-197ed7e6f17c&w=300
Vêtements,"veste ZARA T40/42 l'une 30 DT La marsa 22510860","30 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=44/44ffca54-fbca-4651-866e-3f618d8f9007&w=300
Appartements,"A vendre appartement s+2 à chotrana1","300000 TND","Ariana, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=94/94774378-ffbd-481c-97ef-ab0e0ef4249c&w=300
"Sports et Loisirs","Lots de matériels de plongée ","300 TND","Gabès, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=7e/7ed8d611-f9e3-4db5-831d-6d7934d2bed8&w=300
"Meubles et Décoration","Buffet et miroir","550 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f9/f9d82206-e5f6-45af-97ca-abcadceabce0&w=300
Vêtements,"ensemble veste jupe chanel T 40/42 . 22510860","70 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=96/966b1aef-caaa-45b3-b109-9f5f65294ebc&w=300
"Meubles et Décoration","Argentière blenz","550 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=63/63330975-c1f4-43be-a24e-bddf29c57695&w=300
Télévisions,"👉TCL 50""/55""/ 65"" ...SMART serie 7 & 8 UHD/4K (avec livraison)","1380 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8e/8e3fb5ef-227d-431a-a8a7-f5f99c3765e6&w=300
Voitures,"kia rio essence 1.2 5cv modèle 2015 ","34 TND","Kasserine, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=73/7394afcc-b83c-4b75-afbd-986b1110dce8&w=300
"Ordinateurs portables","Des Pc complet ** DELL Optiplex ** i3 ** 4 G extensible/4 / 6ème génération"," TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=4e/4eebad5a-edb6-41de-b6b8-7e8fcc3c2b3b&w=300
"Maisons et Villas","sutdio meublée denden","450 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=97/97dcc792-f25f-4861-9297-876f1b3a88b6&w=300
Motos,"booster ","2800 TND","Monastir, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=14/140b3223-3203-496c-903e-ef01511c4858&w=300
Vêtements,"Très beau costume importé FRANCE T56 beau tissu belle coupe sacrifié+ cravates 22510860 La Marsa","200 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e7/e72d0e68-1010-4681-b3a3-8e5802917a88&w=300
Appartements,"s1 semi meuble à jardin carthage ","900 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=17/17f6b0f3-e55a-4871-ac17-16a3a72bde7a&w=300
Voitures,"clio bombe","18 TND","Béja, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5c/5c795c1a-e555-4dda-8273-47b5de1f9472&w=300
Téléphones,"OnePlus Bullets (V2) - Écouteurs - intra-auriculaire - filaire - jack 3,5mm"," TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d1/d19f2449-72c2-4a34-82b7-99cf61cf144f&w=300
Téléphones," itel p38 ","180 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=35/352c2627-f448-4ba7-94a2-9b342d993c4a&w=300
"Vêtements pour enfant et bébé","robe fillette 6/10 ans 22510860","40 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=08/0837f5c6-25d9-4f3f-bb24-33cc78050148&w=300
"Autres ",caniche,"80 TND","Sfax, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c2/c24de27b-0015-43a9-82bc-5f3b0b395995&w=300
Téléphones,"Samsung galaxy s23 ultra 8Go/256 Go","2600 TND","Sousse, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b6/b6ebc16a-4d43-4ea1-ab03-ace06fa021e0&w=300
"Ordinateurs portables","TOSHIBA i7-3eme génération importée","600 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3c/3c0e9dd5-6a6d-4169-9213-6a4492604c58&w=300
"Image & Son","HUAWEI FreeBuds SE 2 Ecouteurs Bluetooth sans fil importé de la France cacheté"," TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=7e/7e0104ed-a3f9-4460-9561-07d6eda66afa&w=300
"Bureaux et Plateaux","كرسي حلاقة ","350 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=47/4768f150-40b4-4bc1-a4b0-139cab1b4dcf&w=300
Téléphones,"Iphone 13 pro max gris batterie 87 de France kop chay yemchi 0 défaut "," TND","Bizerte, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=7e/7e7b3e15-6c79-4a0e-9fbb-86fa028879bf&w=300
Téléphones,"
Ice-Watch - ICE glam pastel Pink lady - Montre rose pour femme avec bracelet en silicone"," TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=1f/1f363464-2f98-41a3-8910-173e6cc8c231&w=300
Voitures,"Volkswagen polo 7","3 TND","Ben Arous, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=4f/4f355f7f-74ba-41e8-b997-206f3a321fcb&w=300
Télévisions,"TV SONY Bravia, (32"") presque neuf 320 dinars","320 TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=95/95071994-f2ac-4f70-8f42-5f03cf7fb660&w=300
Voitures,"golf 7","57 TND","Sfax, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=64/6439dcf5-dc04-4385-95cd-9fead177030d&w=300
"Autres ","دورو تونسي ","70 TND","Ariana, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=60/600dcd52-d098-460a-ab98-69a94345ca30&w=300
"Electroménagers et Vaisselles","climatiseur general 12 T3","960 TND","Ben Arous, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9b/9b41056e-5104-4c08-8076-bf30209d19b9&w=300
Appartements,"studio s0"," TND","Tunis, 5 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c5/c5a313d8-1f27-448e-ba18-1b3352c74208&w=300
